symbol,revenue,net_profit,debt,cash_flow,roe,roce,quarter,ingestion_time
CENTENKA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444713
CENTEXT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444714
CENTRALBK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444717
CENTRUM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444719
CENTUM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444720
CENTURYPLY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444722
CERA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444724
CESC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444726
CEWATER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444728
CGCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444730
CGPOWER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444732
CHALET,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444734
CHAMBLFERT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444736
CHEMBOND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444738
CHEMBONDCH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444740
CHEMCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444742
CHEMFAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444743
CHEMPLASTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444745
CHENNPETRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444748
CHEVIOT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444750
CHOICEIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444752
CHOLAFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444754
CHOLAHLDNG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444756
CIEINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444758
CIFL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444760
CIGNITITEC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444762
CINELINE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444764
CINEVISTA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444765
CIPLA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444767
CLEAN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444769
CLEDUCATE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444771
CLSEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444773
CMSINFO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444775
CNL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444777
COALINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444779
COCHINSHIP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444781
COFFEEDAY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444783
COFORGE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444785
COHANCE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444788
COLPAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444790
COMPUSOFT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444792
COMSYN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444795
CONCOR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444797
CONCORDBIO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444799
CONFIPET,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444801
CONSOFINVT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444803
CONTROLPR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444805
CORALFINAC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444807
CORDSCABLE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444809
COROMANDEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444811
CORONA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444812
COSMOFIRST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444814
COUNCODOS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444816
CPCAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444818
CPEDU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444820
CPPLUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444822
CRAFTSMAN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444824
CRAMC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444826
CREATIVEYE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444828
CREDITACC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444830
CREST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444832
CRISIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444834
CRIZAC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444836
CROMPTON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444838
CROWN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444840
CSBBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444842
CSLFINANCE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444844
CTE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444846
CUB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444848
CUBEXTUB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444850
CUMMINSIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444851
CUPID,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444853
CYBERMEDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444855
CYBERTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444857
CYIENT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444860
CYIENTDLM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444861
DABUR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444863
DALBHARAT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444865
DALMIASUG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444867
DAMCAPITAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444868
DAMODARIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444870
DANGEE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444872
DATAMATICS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444874
DATAPATTNS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444876
DAVANGERE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444877
DBCORP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444879
DBEIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444881
DBL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444882
DBOL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444884
DBREALTY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444886
DBSTOCKBRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444889
DCAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444891
DCBBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444893
DCI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444895
DCM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444897
DCMFINSERV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444899
DCMNVL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444901
DCMSHRIRAM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444903
DCMSRIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444905
DCW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444906
DCXINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444908
DDEVPLSTIK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444910
DECCANCE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444912
DEEDEV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444914
DEEPAKFERT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444916
DEEPAKNTR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444918
DEEPINDS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444919
DELHIVERY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444921
DELPHIFX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444923
DELTACORP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444925
DELTAMAGNT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444926
DEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444928
DENORA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444930
DENTA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444932
DEVIT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444933
DEVX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444935
DEVYANI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444937
DGCONTENT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444939
DHAMPURSUG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444940
DHANBANK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444942
DHANUKA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444944
DHARMAJ,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444946
DHRUV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444948
DHUNINV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444950
DIACABS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444952
DIAMINESQ,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444954
DIAMONDYD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444955
DICIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444957
DIFFNKG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444959
DIGIDRIVE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444961
DIGISPICE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444963
DIGITIDE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444965
DIGJAMLMTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444967
DISHTV,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444969
DIVGIITTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444971
DIVISLAB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444972
DIXON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444974
DLF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444976
DLINKINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444978
DMART,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444980
DMCC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444982
DNAMEDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444984
DODLA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444986
DOLATALGO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444987
DOLLAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444989
DOLPHIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444991
DOMS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444993
DONEAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444995
DPABHUSHAN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444997
DPSCLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.444999
DPWIRES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445000
DRCSYSTEMS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445002
DREAMFOLKS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445004
DREDGECORP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445006
DRREDDY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445008
DSSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445010
DTIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445012
DUCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445014
DVL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445016
DWARKESH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445018
DYCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445020
DYNAMATECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445021
DYNPRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445023
E2E,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445025
EASEMYTRIP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445027
EBGNG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445029
ECLERX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445031
ECOSMOBLTY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445033
EDELWEISS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445035
EFCIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445037
EICHERMOT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445039
EIDPARRY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445041
EIEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445043
EIFFL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445045
EIHAHOTELS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445046
EIHOTEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445048
EIMCOELECO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445050
EKC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445052
ELDEHSG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445054
ELECON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445056
ELECTCAST,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445058
ELECTHERM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445060
ELGIEQUIP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445062
ELGIRUBCO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445064
ELIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445066
ELLEN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445068
EMAMILTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445070
EMAMIPAP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445072
EMAMIREAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445074
EMCURE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445076
EMIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445078
EMKAY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445080
EMMBI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445082
EMMVEE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445084
EMSLIMITED,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445086
EMUDHRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445088
ENDURANCE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445090
ENGINERSIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445092
ENIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445094
ENRIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445096
ENTERO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445098
EPACK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445100
EPACKPEB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445102
EPIGRAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445104
EPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445106
EQUITASBNK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445109
ERIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445111
ESABINDIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445113
ESAFSFB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445116
ESCORTS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445118
ESSARSHPNG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445121
ESSENTIA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445123
ESTER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445126
ETERNAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445128
ETHOSLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445130
EUREKAFORB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445133
EUROBOND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445135
EUROPRATIK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445137
EVEREADY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445139
EVERESTIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445141
EXCEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445143
EXCELINDUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445146
EXCELSOFT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445148
EXICOM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445150
EXIDEIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445152
EXPLEOSOL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445154
FABTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445156
FACT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445158
FAIRCHEMOR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445160
FAZE3Q,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445162
FCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445165
FCSSOFT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445167
FDC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445169
FEDERALBNK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445171
FEDFINA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445173
FIBERWEB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445175
FIEMIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445178
FILATEX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445180
FILATFASH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445183
FINCABLES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445185
FINEORG,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445188
FINKURVE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445190
FINOPB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445192
FINPIPE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445195
FIRSTCRY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445197
FISCHER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445199
FIVESTAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445201
FLAIR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445203
FLEXITUFF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445206
FLUOROCHEM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445208
FMGOETZE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445210
FMNL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445212
FOCUS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445215
FOODSIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445217
FORCEMOT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445220
FORTIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445223
FOSECOIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445225
FRACTAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445228
FSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445230
FUSION,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445251
GABRIEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445254
GAEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445256
GAIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445259
GALAPREC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445261
GALAXYSURF,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445265
GALLANTT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445267
GANDHAR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445269
GANDHITUBE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445271
GANECOS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445273
GANESHBE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445276
GANESHCP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445278
GANESHHOU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445280
GANGAFORGE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445282
GANGESSECU,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445284
GARFIBRES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445286
GARUDA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445288
GATECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445290
GATECHDVR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445292
GATEWAY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445295
GAYAHWS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445297
GEECEE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445299
GEEKAYWIRE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445301
GEMAROMA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445303
GENCON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445306
GENESYS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445308
GENUSPAPER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445311
GEOJITFSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445313
GESHIP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445315
GFLLIMITED,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445318
GHCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445320
GHCLTEXTIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445323
GICHSGFIN,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445325
GICRE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445327
GILLANDERS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445330
GILLETTE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445333
GINNIFILA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445335
GIPCL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445337
GKENERGY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445340
GKSL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445342
GKWLIMITED,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445345
GLAND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445347
GLAXO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445349
GLENMARK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445351
GLFL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445353
GLOBALE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445355
GLOBALVECT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445357
GLOBE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445360
GLOBECIVIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445362
GLOBUSSPR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445364
GLOSTERLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445366
GLOTTIS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445369
GMBREW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445371
GMDCLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445374
GMMPFAUDLR,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445376
GMRAIRPORT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445378
GMRP&UI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445380
GNA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445382
GNFC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445384
GOACARBON,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445387
GOCLCORP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445389
GOCOLORS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445391
GODAVARIB,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445394
GODFRYPHLP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445396
GODIGIT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445398
GODREJAGRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445401
GODREJCP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445403
GODREJIND,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445405
GODREJPROP,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445407
GOKEX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445410
GOKUL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445412
GOKULAGRO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445414
GOLDIAM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445416
GOLDTECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445418
GOODLUCK,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445420
GOPAL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445423
GPIL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445425
GPPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445428
GPTHEALTH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445430
GPTINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445433
GRANULES,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445436
GRAPHITE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445438
GRASIM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445441
GRAVITA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445443
GREAVESCOT,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445445
GREENLAM,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445448
GREENPANEL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445450
GREENPLY,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445452
GREENPOWER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445454
GRINDWELL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445456
GRINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445459
GRMOVER,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445461
GROBTEA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445464
GROWW,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445467
GRPLTD,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445470
GRSE,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445503
GRWRHITECH,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445506
GSFC,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445508
GSPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445510
GSS,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445512
GTECJAINX,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445514
GTL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445517
GTLINFRA,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445519
GTPL,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445522
GUFICBIO,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445524
GUJALKALI,0,0,0,0,0,0,latest,2026-02-18 17:33:20.445527
